accuracy,amt_w_service,avg_rating,bathrooms,bedrooms,can_instant_book,checkin,cleanliness,communication,currency,guest_satisfication,host_id,host_reviews,is_business_travel_ready,is_fully_refundable,is_new_listing,is_superhost,lat,listing_name,lng,localized_city,localized_neighborhood,location,monthly_price_factor,num_beds,person_capacity,picture_count,price,rate_type,response_rate,response_time,reviews_count,room_type_category,star_rating,url,value,weekly_price_factor
9,28,4.58,1.0,1.0,True,9,10,10,CAD,92,2829558,377,False,True,False,False,21.182123,¡Studio Apartment 700 yards from the Beach!,-86.813477,Cancún,,8,0.9,1,2,61,28,nightly,100,within an hour,38,entire_home,4.5,https://www.airbnb.com/rooms/23308842,9,0.9500000000000001
10,24,4.66,1.0,1.0,False,10,10,10,CAD,93,2028247,335,False,True,False,False,21.16588,"Nice, Private, Downtown, Kitchen 3",-86.82081,Cancún,,10,0.8,2,3,21,24,nightly,100,within an hour,233,private_room,4.5,https://www.airbnb.com/rooms/409359,10,0.9500000000000001
10,30,4.79,1.0,1.0,True,10,10,10,CAD,96,36154508,760,False,True,False,True,21.150856,Casa Fuego // Amazing Location,-86.822884,Cancún,,10,0.85,1,2,10,30,nightly,100,within an hour,117,entire_home,5.0,https://www.airbnb.com/rooms/10013056,10,0.9
10,25,4.8100000000000005,1.0,1.0,True,10,10,10,CAD,96,448818,2267,False,True,False,True,21.165699,CANCUN GUEST HOUSE No 5,-86.828484,Cancún,,10,0.8,1,2,48,25,nightly,100,within an hour,89,entire_home,5.0,https://www.airbnb.com/rooms/27902057,10,0.85
10,24,4.77,1.0,1.0,True,10,10,10,CAD,95,1493999,794,False,True,False,True,21.162701,"Private Room with TV,  A/C, CENTER, 800m from ADO",-86.833084,Cancún,,9,0.8,1,2,14,24,nightly,100,within an hour,127,private_room,5.0,https://www.airbnb.com/rooms/16425675,10,0.9
10,22,4.83,1.0,0.0,True,10,10,10,CAD,97,183036171,139,False,True,False,True,21.16216,"Centro Cancún  Apartment #3
down town Cancún",-86.83258000000001,Cancún,,9,0.81,1,2,57,22,nightly,100,within an hour,54,entire_home,5.0,https://www.airbnb.com/rooms/24377818,10,0.89
10,28,4.9,1.0,1.0,False,10,10,10,CAD,98,73871213,132,False,True,False,True,21.1546,Nice downtown room with private bathroom,-86.8294,Cancún,,10,1.0,1,2,14,28,nightly,100,within an hour,93,private_room,5.0,https://www.airbnb.com/rooms/18549132,10,1.0
10,21,4.79,1.0,0.0,True,10,9,10,CAD,96,52196028,258,False,True,False,False,21.160015,"Bonito estudio en el centro, a 15 min de la playa",-86.843544,Cancún,,9,1.0,1,2,9,21,nightly,100,within an hour,67,entire_home,5.0,https://www.airbnb.com/rooms/19858708,10,1.0
10,24,4.8,2.0,1.0,True,10,10,10,CAD,96,30269676,364,False,True,False,True,21.13984,ETHNIC ROOM IN CANCUN,-86.83906,Cancún,,9,0.9,1,2,17,24,nightly,86,within an hour,155,private_room,5.0,https://www.airbnb.com/rooms/9965590,10,0.9500000000000001
10,28,4.79,4.0,1.0,True,10,10,10,CAD,96,24521522,86,False,True,False,False,21.13207,Hostal Natura Cancun Blue Room,-86.75012,Cancún,,10,1.0,1,10,23,28,nightly,100,within an hour,56,shared_room,5.0,https://www.airbnb.com/rooms/13724596,9,1.0
10,26,4.74,1.0,2.0,True,10,10,10,CAD,95,11910494,78,False,True,False,True,21.16296,Beautiful & well located apartment in Cancún!,-86.83357,Cancún,,9,0.85,2,4,24,26,nightly,96,within an hour,27,entire_home,5.0,https://www.airbnb.com/rooms/2331981,10,0.9500000000000001
9,29,4.48,1.5,1.0,True,10,9,10,CAD,90,85187388,1376,False,True,False,False,21.12939,BASIC ROOM WITH THE BEST LOCATION IN HOTEL ZONE!,-86.76238,Cancún,,10,0.9500000000000001,2,2,12,29,nightly,100,within an hour,199,private_room,4.5,https://www.airbnb.com/rooms/14237592,9,0.98
10,24,4.66,1.0,1.0,True,10,9,10,CAD,93,8388569,537,False,True,False,False,21.15176,Cozy Private Studio,-86.825867,Cancún,,10,1.0,1,2,25,24,nightly,100,within an hour,146,entire_home,4.5,https://www.airbnb.com/rooms/1831174,9,1.0
9,28,4.52,1.0,1.0,True,10,10,9,CAD,90,2829558,377,False,True,False,False,21.182167,Studio Apartment 700 yards from the Beach!,-86.8134,Cancún,,8,0.85,1,2,62,28,nightly,100,within an hour,29,entire_home,4.5,https://www.airbnb.com/rooms/24555306,9,0.9500000000000001
9,21,4.73,1.0,0.0,True,9,9,10,CAD,95,249268026,87,False,True,False,False,21.15337,"CASA MONO, HABITACION MONO SARAGUATO",-86.82845,Cancún,,9,1.0,1,2,12,21,nightly,100,within an hour,22,private_room,5.0,https://www.airbnb.com/rooms/33117928,9,0.9
10,22,4.8100000000000005,1.0,1.0,True,10,10,10,CAD,96,177410301,76,False,True,False,True,21.11482,Lilo's House (Private room w/Private Bathroom),-86.87575,Cancún,,9,0.8,1,2,25,22,nightly,100,within an hour,42,private_room,5.0,https://www.airbnb.com/rooms/23837701,10,0.92
10,30,4.73,1.0,1.0,True,10,9,10,CAD,95,31555055,1337,False,True,False,False,21.15912,"Downtown Studio, near market 28, AC+ WiFi !",-86.83283,Cancún,,10,1.0,2,3,29,30,nightly,100,within an hour,110,entire_home,5.0,https://www.airbnb.com/rooms/17159245,9,1.0
10,22,4.89,1.0,1.0,True,10,10,10,CAD,98,31864765,380,False,True,False,False,21.138494,INDEPENDENT ROOM WITH KITCHENETTE,-86.842247,Cancún,,9,0.9,1,2,17,22,nightly,100,within an hour,90,entire_home,5.0,https://www.airbnb.com/rooms/9156189,10,0.9500000000000001
10,22,4.58,1.5,1.0,True,10,9,10,CAD,92,104148712,236,False,True,False,False,21.130659,Private Room I Close To The Beach I Hotel Zone,-86.762589,Cancún,,10,0.9500000000000001,1,2,39,22,nightly,100,within an hour,74,private_room,4.5,https://www.airbnb.com/rooms/18182401,9,0.9500000000000001
9,24,4.66,1.0,1.0,True,10,9,10,CAD,93,55980198,199,False,True,False,False,21.16338,(12)Habitación Privada en Cancún -Azucenas,-86.82609,Cancún,,10,0.9,1,2,12,24,nightly,100,within an hour,29,entire_home,4.5,https://www.airbnb.com/rooms/31223434,9,0.9
10,28,4.67,1.0,1.0,True,10,10,10,CAD,93,37887624,19,False,True,False,False,21.16696,Departamento en Cancún bello y confortable.,-86.85144,Cancún,,9,0.7000000000000001,1,2,37,28,nightly,100,within an hour,15,entire_home,4.5,https://www.airbnb.com/rooms/7236402,9,0.85
9,29,4.72,1.5,1.0,True,10,9,10,CAD,94,85187388,1376,False,True,False,False,21.13133,THE BEST LOCATION AND SECURITY IN HOTEL ZONE!,-86.76377,Cancún,,9,0.9,2,2,13,29,nightly,100,within an hour,147,private_room,4.5,https://www.airbnb.com/rooms/14231127,10,0.9500000000000001
10,28,4.85,1.0,1.0,False,10,10,10,CAD,97,164049911,225,False,True,False,True,21.136248,"Bait Medina Departmento  4 ""Mandala Azul"".",-86.845352,Cancún,,9,0.8,1,2,28,28,nightly,100,within an hour,71,entire_home,5.0,https://www.airbnb.com/rooms/22431657,10,0.9
9,25,4.6,1.0,1.0,True,10,9,10,CAD,92,94397912,46,False,True,False,False,21.14488,"Confort, coqueto y asequible",-86.8456,Cancún,,9,0.75,1,3,10,25,nightly,100,within an hour,45,entire_home,4.5,https://www.airbnb.com/rooms/19985954,9,0.88
10,32,4.74,1.0,2.0,True,10,10,10,CAD,95,228377967,35,False,True,False,True,21.1613,Cancun centro departamento con desayuno incluido,-86.83913,Cancún,,9,0.9,0,2,53,32,nightly,100,within an hour,35,entire_home,5.0,https://www.airbnb.com/rooms/30578135,9,0.9500000000000001
10,28,4.91,1.0,1.0,False,10,10,10,CAD,98,168930074,108,False,True,False,True,21.083593,Casa con hermoso jardin cerca del aeropuerto.,-86.848,Cancún,,10,0.51,2,3,12,28,nightly,100,within an hour,100,private_room,5.0,https://www.airbnb.com/rooms/22845476,10,0.79
10,28,4.86,1.0,1.0,True,10,10,10,CAD,97,171457827,151,False,True,False,True,21.192888,Casa-Kiní “Rose”,-86.807411,Cancún,,10,0.85,2,2,38,28,nightly,100,within an hour,49,private_room,5.0,https://www.airbnb.com/rooms/23726305,10,0.9
10,21,4.84,1.0,1.0,True,10,9,10,CAD,97,36154508,760,False,True,False,True,21.15118,Casa Fuego // Cuarto Tierra (Amazing Location),-86.822891,Cancún,,10,0.85,1,2,19,21,nightly,100,within an hour,100,private_room,5.0,https://www.airbnb.com/rooms/13856179,10,0.9
10,22,4.85,1.0,1.0,True,10,10,10,CAD,97,31864765,380,False,True,False,False,21.138832,INDEPENDENT ROOM WITH KITCHENETTE 2,-86.840797,Cancún,,10,0.9,1,2,41,22,nightly,100,within an hour,69,entire_home,5.0,https://www.airbnb.com/rooms/12855877,10,0.98
9,21,4.48,1.0,1.0,True,9,10,9,CAD,90,91917993,379,False,True,False,False,21.182337,Manatee Lagoon House Single Suite 4a,-86.813873,Cancún,,8,0.8,1,2,20,21,nightly,100,within an hour,56,private_room,4.5,https://www.airbnb.com/rooms/24760436,9,1.0
10,32,4.92,1.0,1.0,True,10,10,10,CAD,98,124157959,853,False,True,False,True,21.15119,Private Loft in Downtown Cancun! Great Location!,-86.82472,Cancún,,10,1.0,1,3,30,32,nightly,100,within an hour,13,entire_home,5.0,https://www.airbnb.com/rooms/33742962,10,1.0
